timestamp;machine_id;shift;production_pieces;good_pieces;scrap_pieces;power_kW;run_time_h;energy_kWh;Desperdicio_kWh;Ef_Prod;Ef_Energ;Status;Custo_Total_R$;Custo_Desperdicio_R$;Dinheiro_Util_R$;cluster
2025-02-17 02:00:00;INJ-05;Noite;765;624;141;26,21;0,89;23,26;13,39;0,8156862745098039;0,42433361994840935;Crítico;15,119000000000002;8,7035;6,4155000000000015;2
2025-02-17 03:00:00;INJ-01;Noite;904;847;57;21,88;0,88;19,36;1,825;0,9369469026548672;0,9057334710743802;Eficiente;12,584;1,18625;11,39775;0
2025-02-17 03:00:00;INJ-02;Noite;942;869;73;22,78;0,85;19,472;1,712;0,9225053078556263;0,9120788824979458;Eficiente;12,6568;1,1128;11,544;2
2025-02-17 03:00:00;INJ-03;Noite;963;916;47;27,71;0,89;24,703;5,636;0,9511941848390446;0,7718495729263652;Alerta;16,05695;3,6634;12,393550000000001;0
2025-02-17 03:00:00;INJ-04;Noite;872;809;63;20,36;0,84;17,089;1,111;0,9277522935779816;0,93498741880742;Eficiente;11,10785;0,7221500000000001;10,3857;0
2025-02-17 03:00:00;INJ-05;Noite;596;539;57;22,28;0,85;18,993;10,525;0,9043624161073825;0,44584847048912746;Crítico;12,34545;6,8412500000000005;5,504199999999999;0
2025-02-17 04:00:00;INJ-01;Noite;981;909;72;21,91;0,81;17,714;1,17;0,926605504587156;0,9339505475894773;Eficiente;11,5141;0,7605;10,753599999999999;2
2025-02-17 04:00:00;INJ-02;Noite;795;739;56;21,7;0,81;17,585;2,442;0,929559748427673;0,8611316462894513;Alerta;11,430250000000001;1,5873000000000002;9,84295;0
2025-02-17 04:00:00;INJ-03;Noite;884;846;38;25,4;0,82;20,858;3,053;0,9570135746606335;0,8536293029053601;Alerta;13,5577;1,98445;11,57325;1
2025-02-17 04:00:00;INJ-04;Noite;959;912;47;24,46;0,84;20,559;1,402;0,9509906152241918;0,9318060216936621;Eficiente;13,36335;0,9113;12,45205;0
2025-02-17 04:00:00;INJ-05;Noite;646;580;66;18,38;0,59;10,893;1,681;0,8978328173374613;0,8456807123840999;Alerta;7,080450000000001;1,0926500000000001;5,987800000000001;0
2025-02-17 05:00:00;INJ-01;Noite;885;847;38;26,06;0,86;22,504;4,74;0,9570621468926553;0,7893707785282617;Alerta;14,627600000000001;3,0810000000000004;11,546600000000002;1
2025-02-17 05:00:00;INJ-02;Noite;935;874;61;26,16;0,93;24,355;6,557;0,9347593582887701;0,7307739683843153;Crítico;15,83075;4,26205;11,5687;0
2025-02-17 05:00:00;INJ-03;Noite;841;771;70;23,81;0,9;21,313;5,948;0,9167657550535078;0,7209215033078402;Crítico;13,85345;3,8662000000000005;9,98725;2
2025-02-17 05:00:00;INJ-04;Noite;967;888;79;23,38;0,95;22,174;4,268;0,9183040330920372;0,8075223234418689;Alerta;14,4131;2,7742;11,6389;2
2025-02-17 05:00:00;INJ-05;Noite;546;514;32;22,39;0,92;20,607;12,908;0,9413919413919414;0,3736109089144466;Crítico;13,39455;8,3902;5,0043500000000005;1
2025-02-17 06:00:00;INJ-01;Manhã;1091;1047;44;23,98;0,81;19,411;0,705;0,9596700274977086;0,9636803874092009;Eficiente;12,61715;0,45825;12,158900000000001;0
2025-02-17 06:00:00;INJ-02;Manhã;982;934;48;22,96;0,81;18,629;0,82;0,9511201629327902;0,9559826077620913;Eficiente;12,108850000000002;0,533;11,575850000000003;0
2025-02-17 06:00:00;INJ-03;Manhã;986;941;45;23,05;0,77;17,845;0,733;0,9543610547667343;0,9589240683664892;Eficiente;11,59925;0,47645;11,1228;0
2025-02-17 06:00:00;INJ-04;Manhã;989;958;31;14,85;0,96;14,249;0,402;0,9686552072800809;0,9717874938592181;Eficiente;9,26185;0,26130000000000003;9,00055;1
2025-02-17 06:00:00;INJ-05;Manhã;547;494;53;19,61;0,58;11,316;2,813;0,903107861060329;0,7514139271827501;Alerta;7,3554;1,8284500000000001;5,52695;0
2025-02-17 07:00:00;INJ-01;Manhã;873;832;41;21,83;0,91;19,942;2,481;0,9530355097365406;0,8755892087052453;Alerta;12,9623;1,61265;11,34965;0
2025-02-17 07:00:00;INJ-02;Manhã;843;798;45;23,31;0,93;21,622;5,105;0,9466192170818505;0,7638978817870687;Alerta;14,0543;3,3182500000000004;10,736049999999999;0
2025-02-17 07:00:00;INJ-03;Manhã;960;935;25;17,23;0,83;14,336;0,336;0,9739583333333334;0,9765625;Eficiente;9,3184;0,2184;9,1;1
2025-02-17 07:00:00;INJ-04;Manhã;852;803;49;22,18;0,84;18,561;1,856;0,9424882629107981;0,9000053876407521;Eficiente;12,06465;1,2064000000000001;10,85825;0
2025-02-17 07:00:00;INJ-05;Manhã;830;755;75;23,54;0,75;17,555;2,373;0,9096385542168675;0,8648248362289945;Alerta;11,41075;1,54245;9,8683;2
2025-02-17 08:00:00;INJ-01;Manhã;912;869;43;23,79;0,98;23,334;5,206;0,9528508771929824;0,7768920887974629;Alerta;15,1671;3,3839000000000006;11,783199999999999;0
2025-02-17 08:00:00;INJ-02;Manhã;981;943;38;22,34;0,86;19,187;0,669;0,9612640163098879;0,9651326418929483;Eficiente;12,47155;0,43485;12,0367;1
2025-02-17 08:00:00;INJ-03;Manhã;951;916;35;16,48;0,75;12,384;0,41;0,9631966351209253;0,9668927648578811;Eficiente;8,0496;0,2665;7,7831;1
2025-02-17 08:00:00;INJ-04;Manhã;874;845;29;18,97;0,77;14,547;0,434;0,9668192219679634;0,9701656698975734;Eficiente;9,45555;0,2821;9,17345;1
2025-02-17 08:00:00;INJ-05;Manhã;733;632;101;19,04;0,7;13,342;1,791;0,8622100954979536;0,8657622545345526;Alerta;8,6723;1,16415;7,50815;2
2025-02-17 09:00:00;INJ-01;Manhã;1015;990;25;21,51;0,76;16,304;0,361;0,9753694581280788;0,9778581943081452;Eficiente;10,5976;0,23465;10,36295;1
2025-02-17 09:00:00;INJ-02;Manhã;1037;1011;26;21,38;0,83;17,802;0,402;0,9749276759884281;0,9774182676103809;Eficiente;11,5713;0,26130000000000003;11,31;1
2025-02-17 09:00:00;INJ-03;Manhã;1035;997;38;19,77;0,9;17,851;0,59;0,9632850241545894;0,9669486303288332;Eficiente;11,60315;0,3835;11,21965;1
2025-02-17 09:00:00;INJ-04;Manhã;1017;995;22;15,67;0,96;15,104;0,294;0,9783677482792527;0,9805349576271186;Eficiente;9,8176;0,1911;9,6265;1
2025-02-17 09:00:00;INJ-05;Manhã;753;680;73;22,98;0,64;14,613;1,275;0,9030544488711819;0,9127489221925683;Eficiente;9,49845;0,82875;8,6697;2
2025-02-17 10:00:00;INJ-01;Manhã;966;911;55;20,44;0,96;19,655;1,007;0,943064182194617;0,9487662172475197;Eficiente;12,77575;0,65455;12,1212;0
2025-02-17 10:00:00;INJ-02;Manhã;874;848;26;25,44;0,89;22,713;4,665;0,9702517162471396;0,7946110157178708;Alerta;14,76345;3,0322500000000003;11,731200000000001;1
2025-02-17 10:00:00;INJ-03;Manhã;1072;1011;61;21,51;0,83;17,901;0,917;0,9430970149253731;0,9487738115189096;Eficiente;11,63565;0,5960500000000001;11,0396;0
2025-02-17 10:00:00;INJ-04;Manhã;897;864;33;17,57;0,97;16,958;0,561;0,9632107023411371;0,9669182686637575;Eficiente;11,022699999999999;0,36465000000000003;10,65805;1
2025-02-17 10:00:00;INJ-05;Manhã;672;639;33;21,11;0,78;16,415;3,851;0,9508928571428571;0,7653975022844959;Alerta;10,66975;2,50315;8,1666;1
2025-02-17 11:00:00;INJ-01;Manhã;828;808;20;21,63;0,76;16,506;0,359;0,9758454106280193;0,9782503332121653;Eficiente;10,728900000000001;0,23335;10,495550000000001;1
2025-02-17 11:00:00;INJ-02;Manhã;936;914;22;21,53;0,85;18,274;0,387;0,9764957264957265;0,9788223705811535;Eficiente;11,878100000000002;0,25155;11,626550000000002;1
2025-02-17 11:00:00;INJ-03;Manhã;857;817;40;21,15;0,85;18,074;0,859;0,9533255542590432;0,9524731658736306;Eficiente;11,7481;0,55835;11,18975;1
2025-02-17 11:00:00;INJ-04;Manhã;948;916;32;18,85;0,99;18,601;0,565;0,9662447257383966;0,969625288962959;Eficiente;12,09065;0,36724999999999997;11,7234;1
2025-02-17 11:00:00;INJ-05;Manhã;743;662;81;25,59;0,87;22,335;10,056;0,8909825033647375;0,5497649429147079;Crítico;14,517750000000001;6,5363999999999995;7,981350000000002;2
2025-02-17 12:00:00;INJ-01;Manhã;1007;985;22;21,54;0,9;19,36;0,381;0,9781529294935452;0,9803202479338843;Eficiente;12,584;0,24765;12,33635;1
2025-02-17 12:00:00;INJ-02;Manhã;914;864;50;25,18;0,95;23,921;6,091;0,9452954048140044;0,7453701768320722;Crítico;15,54865;3,95915;11,589500000000001;0
2025-02-17 12:00:00;INJ-03;Manhã;943;924;19;22,22;0,95;21,169;1,225;0,9798515376458112;0,9421323633615192;Eficiente;13,75985;0,7962500000000001;12,9636;1
2025-02-17 12:00:00;INJ-04;Manhã;916;868;48;17,12;0,83;14,177;0,669;0,9475982532751092;0,9528108908795937;Eficiente;9,21505;0,43485;8,780199999999999;0
2025-02-17 12:00:00;INJ-05;Manhã;543;501;42;18,82;0,8;15,013;6,901;0,9226519337016574;0,5403317125158196;Crítico;9,75845;4,48565;5,2728;0
2025-02-17 13:00:00;INJ-01;Manhã;904;863;41;23,43;1,0;23,425;5,395;0,9546460176991151;0,7696905016008538;Alerta;15,22625;3,50675;11,7195;0
2025-02-17 13:00:00;INJ-02;Manhã;1128;1101;27;24,8;0,85;21,101;0,455;0,976063829787234;0,9784370408985356;Eficiente;13,71565;0,29575;13,4199;1
2025-02-17 13:00:00;INJ-03;Manhã;973;934;39;21,54;0,98;21,015;1,225;0,959917780061665;0,9417083035926719;Eficiente;13,65975;0,7962500000000001;12,8635;1
2025-02-17 13:00:00;INJ-04;Manhã;960;932;28;18,46;0,77;14,249;0,374;0,9708333333333333;0,9737525440381781;Eficiente;9,26185;0,2431;9,01875;1
2025-02-17 13:00:00;INJ-05;Manhã;940;893;47;17,21;0,77;13,312;0,599;0,95;0,9550030048076923;Eficiente;8,6528;0,38935;8,263449999999999;0
2025-02-17 14:00:00;INJ-01;Tarde;881;840;41;22,29;0,86;19,079;1,398;0,9534619750283768;0,9267257193773258;Eficiente;12,40135;0,9087;11,492650000000001;0
2025-02-17 14:00:00;INJ-02;Tarde;1116;1044;72;18,83;0,95;17,85;1,036;0,9354838709677419;0,9419607843137255;Eficiente;11,602500000000001;0,6734;10,929100000000002;2
2025-02-17 14:00:00;INJ-03;Tarde;804;786;18;25,17;0,78;19,613;2,716;0,9776119402985075;0,8615204201295059;Alerta;12,74845;1,7654;10,98305;1
2025-02-17 14:00:00;INJ-04;Tarde;824;794;30;24,53;0,87;21,369;4,601;0,9635922330097088;0,7846880995835088;Alerta;13,889850000000001;2,99065;10,8992;1
2025-02-17 14:00:00;INJ-05;Tarde;972;921;51;20,16;0,9;18,245;0,862;0,9475308641975309;0,9527541792271855;Eficiente;11,859250000000001;0,5603;11,298950000000001;0
2025-02-17 15:00:00;INJ-01;Tarde;1046;1012;34;25,88;0,96;24,774;3,235;0,9674952198852772;0,8694195527569226;Alerta;16,1031;2,10275;14,000350000000001;1
2025-02-17 15:00:00;INJ-02;Tarde;1032;980;52;24,08;0,82;19,863;0,901;0,9496124031007752;0,9546392790615718;Eficiente;12,91095;0,58565;12,3253;0
2025-02-17 15:00:00;INJ-03;Tarde;790;751;39;23,6;0,76;18,047;2,327;0,950632911392405;0,8710589017565247;Alerta;11,730550000000001;1,51255;10,218;1
2025-02-17 15:00:00;INJ-04;Tarde;778;749;29;19,89;0,93;18,519;2,662;0,9627249357326478;0,8562557373508288;Alerta;12,03735;1,7303;10,30705;1
2025-02-17 15:00:00;INJ-05;Tarde;997;959;38;26,26;0,87;22,863;2,549;0,9618856569709128;0,8885098193587893;Alerta;14,86095;1,65685;13,2041;1
2025-02-17 16:00:00;INJ-01;Tarde;920;867;53;20,88;0,8;16,614;0,861;0,9423913043478261;0,9481762369086313;Eficiente;10,799100000000001;0,55965;10,239450000000001;0
2025-02-17 16:00:00;INJ-02;Tarde;1013;989;24;25,94;0,76;19,598;0,418;0,9763079960513327;0,9786712929890805;Eficiente;12,7387;0,2717;12,467;1
2025-02-17 16:00:00;INJ-03;Tarde;1013;976;37;19,9;0,92;18,243;0,6;0,9634748272458046;0,9671106725867455;Eficiente;11,857949999999999;0,39;11,467949999999998;1
2025-02-17 16:00:00;INJ-04;Tarde;962;937;25;22,74;0,77;17,41;0,407;0,974012474012474;0,9766226306720276;Eficiente;11,316500000000001;0,26455;11,051950000000001;1
2025-02-17 16:00:00;INJ-05;Tarde;815;772;43;18,65;0,84;15,581;0,74;0,947239263803681;0,952506257621462;Eficiente;10,12765;0,481;9,64665;0
2025-02-17 17:00:00;INJ-01;Tarde;822;780;42;23,43;0,84;19,718;3,465;0,948905109489051;0,8242722385637489;Alerta;12,8167;2,25225;10,56445;0
2025-02-17 17:00:00;INJ-02;Tarde;1152;1092;60;21,49;0,77;16,437;0,77;0,9479166666666666;0,9531544685769909;Eficiente;10,684050000000001;0,5005000000000001;10,18355;0
2025-02-17 17:00:00;INJ-03;Tarde;757;736;21;25,79;0,8;20,685;5,009;0,9722589167767504;0,757843848199178;Alerta;13,44525;3,25585;10,1894;1
2025-02-17 17:00:00;INJ-04;Tarde;935;878;57;21,67;0,78;17,005;0,933;0,9390374331550803;0,9451337841811231;Eficiente;11,05325;0,60645;10,4468;0
2025-02-17 17:00:00;INJ-05;Tarde;985;923;62;20,11;0,95;19,024;1,078;0,9370558375634518;0,9433347350714887;Eficiente;12,3656;0,7007000000000001;11,664900000000001;0
2025-02-17 18:00:00;INJ-01;Tarde;910;868;42;23,61;0,8;18,789;0,78;0,9538461538461539;0,9584863483953378;Eficiente;12,212850000000001;0,507;11,705850000000002;0
2025-02-17 18:00:00;INJ-02;Tarde;1021;955;66;26,58;0,98;26,146;6,657;0,9353574926542605;0,7453912644381551;Crítico;16,9949;4,32705;12,667850000000001;0
2025-02-17 18:00:00;INJ-03;Tarde;967;912;55;24,54;0,82;20,039;1,026;0,9431230610134437;0,9487998403113928;Eficiente;13,025350000000001;0,6669;12,358450000000001;0
2025-02-17 18:00:00;INJ-04;Tarde;869;840;29;24,03;0,97;23,261;5,48;0,9666283084004603;0,764412536004471;Alerta;15,11965;3,5620000000000003;11,557649999999999;1
2025-02-17 18:00:00;INJ-05;Tarde;887;840;47;20,86;0,9;18,714;1,126;0,9470124013528749;0,9398311424601903;Eficiente;12,1641;0,7319;11,4322;0
2025-02-17 19:00:00;INJ-01;Tarde;952;917;35;22,37;0,91;20,377;0,877;0,9632352941176471;0,9569612798743682;Eficiente;13,245049999999999;0,5700500000000001;12,674999999999999;1
2025-02-17 19:00:00;INJ-02;Tarde;824;800;24;23,74;0,85;20,209;3,139;0,970873786407767;0,844673165421347;Alerta;13,13585;2,04035;11,0955;1
2025-02-17 19:00:00;INJ-03;Tarde;909;860;49;22,76;0,76;17,396;0,844;0,9460946094609461;0,9514830995631179;Eficiente;11,307400000000001;0,5486;10,7588;0
2025-02-17 19:00:00;INJ-04;Tarde;975;922;53;17,41;0,88;15,298;0,748;0,9456410256410256;0,9511047195711858;Eficiente;9,9437;0,4862;9,4575;0
2025-02-17 19:00:00;INJ-05;Tarde;797;777;20;23,16;0,79;18,292;1,611;0,9749058971141782;0,9119287120052482;Eficiente;11,889800000000001;1,04715;10,84265;1
2025-02-17 20:00:00;INJ-01;Tarde;955;916;39;24,14;0,98;23,605;4,321;0,9591623036649215;0,8169455623808515;Alerta;15,343250000000001;2,80865;12,534600000000001;1
2025-02-17 20:00:00;INJ-02;Tarde;936;880;56;25,03;0,77;19,172;1,032;0,9401709401709402;0,9461715001043188;Eficiente;12,4618;0,6708000000000001;11,791;0
2025-02-17 20:00:00;INJ-03;Tarde;886;845;41;23,71;0,82;19,384;1,601;0,95372460496614;0,9174061081304168;Eficiente;12,5996;1,04065;11,558950000000001;0
2025-02-17 20:00:00;INJ-04;Tarde;1041;990;51;19,44;0,93;18,105;0,798;0,9510086455331412;0,955923777961889;Eficiente;11,76825;0,5187;11,24955;0
2025-02-17 20:00:00;INJ-05;Tarde;806;776;30;22,37;0,99;22,12;5,789;0,9627791563275434;0,7382911392405064;Crítico;14,378000000000002;3,76285;10,615150000000002;1
2025-02-17 21:00:00;INJ-01;Tarde;845;803;42;22,1;0,86;18,937;2,118;0,9502958579881656;0,8881554628505043;Alerta;12,309050000000001;1,3767;10,932350000000001;0
2025-02-17 21:00:00;INJ-02;Tarde;1013;983;30;20,95;0,91;19,028;0,507;0,9703849950641659;0,9733550557073786;Eficiente;12,3682;0,32955;12,03865;1
2025-02-17 21:00:00;INJ-03;Tarde;775;726;49;20,64;0,83;17,154;2,158;0,9367741935483871;0,8741984376821732;Alerta;11,1501;1,4027;9,7474;0
2025-02-17 21:00:00;INJ-04;Tarde;948;922;26;20,7;0,82;16,984;0,419;0,9725738396624473;0,9753297220913801;Eficiente;11,039600000000002;0,27235;10,767250000000002;1
2025-02-17 21:00:00;INJ-05;Tarde;725;690;35;23,81;0,82;19,412;5,367;0,9517241379310345;0,7235215330723264;Crítico;12,617799999999999;3,48855;9,129249999999999;1
2025-02-17 22:00:00;INJ-01;Noite;812;771;41;26,03;0,89;23,248;7,342;0,9495073891625616;0,6841878871300757;Crítico;15,111200000000002;4,7722999999999995;10,338900000000002;0
2025-02-17 22:00:00;INJ-02;Noite;748;693;55;23,38;0,98;22,793;9,083;0,9264705882352942;0,6015004606677489;Crítico;14,81545;5,90395;8,9115;0
2025-02-17 22:00:00;INJ-03;Noite;865;827;38;25,97;0,86;22,398;5,09;0,9560693641618497;0,7727475667470309;Alerta;14,5587;3,3085;11,2502;1
2025-02-17 22:00:00;INJ-04;Noite;951;913;38;21,52;0,98;21,124;1,798;0,9600420609884333;0,914883544783185;Eficiente;13,730599999999999;1,1687;12,5619;1
2025-02-17 22:00:00;INJ-05;Noite;899;867;32;20,18;0,78;15,716;0,503;0,96440489432703;0,9679944006108424;Eficiente;10,2154;0,32695;9,88845;1
2025-02-17 23:00:00;INJ-01;Noite;893;840;53;24,3;0,94;22,88;5,622;0,9406494960806271;0,7542832167832167;Alerta;14,872;3,6543;11,2177;0
2025-02-17 23:00:00;INJ-02;Noite;956;907;49;26,92;0,75;20,201;1,179;0,948744769874477;0,9416365526459086;Eficiente;13,130650000000001;0,7663500000000001;12,3643;0
2025-02-17 23:00:00;INJ-03;Noite;926;883;43;25,07;0,93;23,305;4,853;0,9535637149028078;0,7917614245869985;Alerta;15,14825;3,1544499999999998;11,9938;0
2025-02-17 23:00:00;INJ-04;Noite;866;839;27;22,85;0,9;20,549;2,668;0,9688221709006929;0,87016399824809;Alerta;13,35685;1,7342000000000002;11,62265;1
2025-02-17 23:00:00;INJ-05;Noite;791;727;64;22,27;0,89;19,927;5,384;0,9190897597977244;0,7298138204446228;Crítico;12,95255;3,4996000000000005;9,45295;0
2025-02-18 00:00:00;INJ-01;Noite;985;955;30;25,86;0,97;25,171;4,851;0,9695431472081218;0,8072782169957491;Alerta;16,36115;3,15315;13,207999999999998;1
2025-02-18 00:00:00;INJ-02;Noite;908;850;58;25,09;0,99;24,945;7,679;0,9361233480176211;0,692162758067749;Crítico;16,21425;4,991350000000001;11,2229;0
2025-02-18 00:00:00;INJ-03;Noite;875;825;50;22,86;0,81;18,588;1,394;0,9428571428571428;0,9250053798149344;Eficiente;12,0822;0,9061;11,1761;0
2025-02-18 00:00:00;INJ-04;Noite;834;795;39;26,04;0,86;22,36;5,811;0,9532374100719424;0,7401162790697675;Crítico;14,534;3,7771500000000002;10,75685;1
2025-02-18 00:00:00;INJ-05;Noite;753;713;40;24,77;0,94;23,262;8,688;0,9468791500664011;0,6265153469177198;Crítico;15,1203;5,647200000000001;9,473099999999999;1
2025-02-18 01:00:00;INJ-01;Noite;1048;1002;46;27,17;0,86;23,379;2,259;0,9561068702290076;0,9033748235596047;Eficiente;15,19635;1,46835;13,728000000000002;0
2025-02-18 01:00:00;INJ-02;Noite;876;844;32;27,6;0,84;23,307;5,505;0,9634703196347032;0,7638048654910542;Alerta;15,14955;3,57825;11,571299999999999;1
2025-02-18 01:00:00;INJ-03;Noite;895;863;32;23,55;0,82;19,343;0,979;0,964245810055866;0,9493873752778783;Eficiente;12,57295;0,63635;11,9366;1
2025-02-18 01:00:00;INJ-04;Noite;863;824;39;25,79;0,8;20,746;3,462;0,9548088064889919;0,8331244577267907;Alerta;13,4849;2,2503;11,2346;1
2025-02-18 01:00:00;INJ-05;Noite;833;777;56;22,05;0,94;20,789;4,953;0,9327731092436975;0,7617490018759921;Alerta;13,512850000000002;3,21945;10,293400000000002;0
2025-02-18 02:00:00;INJ-01;Noite;963;900;63;26,16;0,79;20,735;2,156;0,9345794392523364;0,8960212201591512;Alerta;13,47775;1,4014000000000002;12,07635;0
2025-02-18 02:00:00;INJ-02;Noite;932;865;67;26,22;0,83;21,835;4,218;0,9281115879828327;0,8068239065720174;Alerta;14,19275;2,7417000000000002;11,45105;2
2025-02-18 02:00:00;INJ-03;Noite;841;776;65;24,18;0,96;23,293;7,841;0,9227110582639715;0,6633752629545357;Crítico;15,14045;5,09665;10,0438;0
2025-02-18 02:00:00;INJ-04;Noite;817;783;34;21,33;0,8;17,04;0,638;0,9583843329253366;0,9625586854460094;Eficiente;11,076;0,4147;10,6613;1
2025-02-18 02:00:00;INJ-05;Noite;1014;962;52;25,23;0,99;24,979;4,968;0,9487179487179487;0,8011129348652868;Alerta;16,23635;3,2292;13,007150000000001;0
2025-02-18 03:00:00;INJ-01;Noite;1038;999;39;23,97;0,96;22,908;1,705;0,9624277456647399;0,9255718526279029;Eficiente;14,890200000000002;1,1082500000000002;13,781950000000002;1
2025-02-18 03:00:00;INJ-02;Noite;970;916;54;22,92;0,79;18,03;0,903;0,9443298969072165;0,9499168053244592;Eficiente;11,719500000000002;0,5869500000000001;11,132550000000002;0
2025-02-18 03:00:00;INJ-03;Noite;911;853;58;22,75;0,84;19,008;1,331;0,9363336992316136;0,9299768518518519;Eficiente;12,3552;0,86515;11,49005;0
2025-02-18 03:00:00;INJ-04;Noite;820;771;49;22,53;0,97;21,831;6,043;0,9402439024390243;0,7231917914891668;Crítico;14,190150000000001;3,92795;10,2622;0
2025-02-18 03:00:00;INJ-05;Noite;910;883;27;23,83;0,81;19,266;0,514;0,9703296703296703;0,9733208761548843;Eficiente;12,5229;0,3341;12,1888;1
2025-02-18 04:00:00;INJ-01;Noite;984;913;71;23,19;0,84;19,551;1,27;0,9278455284552846;0,9350416858472712;Eficiente;12,70815;0,8255;11,88265;2
2025-02-18 04:00:00;INJ-02;Noite;899;831;68;28,43;0,76;21,502;4,684;0,9243604004449388;0,7821597990884569;Alerta;13,9763;3,0446000000000004;10,9317;2
2025-02-18 04:00:00;INJ-03;Noite;884;829;55;24,22;0,89;21,553;4,522;0,9377828054298643;0,7901916206560572;Alerta;14,009450000000001;2,9393000000000002;11,070150000000002;0
2025-02-18 04:00:00;INJ-04;Noite;905;847;58;23,91;0,94;22,476;5,138;0,9359116022099447;0,7714006050898736;Alerta;14,609399999999999;3,3397;11,269699999999998;0
2025-02-18 04:00:00;INJ-05;Noite;798;749;49;24,12;0,78;18,905;3,472;0,9385964912280702;0,8163448823062682;Alerta;12,288250000000001;2,2568;10,031450000000001;0
2025-02-18 05:00:00;INJ-01;Noite;862;829;33;25,38;0,98;24,828;7,445;0,9617169373549884;0,7001369421620751;Crítico;16,1382;4,839250000000001;11,298950000000001;1
2025-02-18 05:00:00;INJ-02;Noite;935;892;43;23,14;0,89;20,567;1,794;0,9540106951871657;0,9127728886079642;Eficiente;13,36855;1,1661000000000001;12,20245;0
2025-02-18 05:00:00;INJ-03;Noite;859;794;65;20,92;0,84;17,654;1,388;0,9243306169965075;0,9213775914806843;Eficiente;11,475100000000001;0,9022;10,5729;0
2025-02-18 05:00:00;INJ-04;Noite;799;773;26;19,08;0,75;14,341;0,42;0,967459324155194;0,9707133393766125;Eficiente;9,32165;0,273;9,04865;1
2025-02-18 05:00:00;INJ-05;Noite;918;864;54;22,8;0,76;17,271;0,914;0,9411764705882353;0,9470789184181576;Eficiente;11,22615;0,5941000000000001;10,63205;0
2025-02-18 06:00:00;INJ-01;Manhã;975;918;57;24,22;0,78;18,896;0,994;0,9415384615384615;0,9473962743437765;Eficiente;12,2824;0,6461;11,6363;0
2025-02-18 06:00:00;INJ-02;Manhã;1011;989;22;23,14;0,99;22,979;1,671;0,9782393669634025;0,9272814308716655;Eficiente;14,93635;1,0861500000000002;13,8502;1
2025-02-18 06:00:00;INJ-03;Manhã;1017;970;47;16,84;0,97;16,303;0,678;0,9537856440511308;0,958412562105134;Eficiente;10,596950000000001;0,44070000000000004;10,156250000000002;0
2025-02-18 06:00:00;INJ-04;Manhã;879;833;46;23,29;0,81;18,793;1,352;0,9476678043230944;0,9280583195870803;Eficiente;12,21545;0,8788000000000001;11,33665;0
2025-02-18 06:00:00;INJ-05;Manhã;890;841;49;18,14;0,97;17,626;0,873;0,9449438202247191;0,9504708952683536;Eficiente;11,456900000000001;0,56745;10,88945;0
2025-02-18 07:00:00;INJ-01;Manhã;844;814;30;21,87;0,86;18,875;1,571;0,9644549763033176;0,9167682119205298;Eficiente;12,26875;1,02115;11,2476;1
2025-02-18 07:00:00;INJ-02;Manhã;1043;983;60;25,36;0,83;21,129;1,094;0,9424736337488016;0,9482228217142317;Eficiente;13,733850000000002;0,7111000000000001;13,022750000000002;0
2025-02-18 07:00:00;INJ-03;Manhã;1060;1023;37;21,51;0,87;18,636;0,585;0,9650943396226415;0,9686091435930457;Eficiente;12,1134;0,38025;11,73315;1
2025-02-18 07:00:00;INJ-04;Manhã;991;955;36;21,38;0,99;21,246;0,931;0,963673057517659;0,9561799868210487;Eficiente;13,809899999999999;0,6051500000000001;13,204749999999999;1
2025-02-18 07:00:00;INJ-05;Manhã;687;624;63;18,54;0,69;12,739;1,533;0,9082969432314411;0,8796608838998352;Alerta;8,28035;0,99645;7,2839;0
2025-02-18 08:00:00;INJ-01;Manhã;958;913;45;20,09;0,97;19,465;0,823;0,9530271398747391;0,9577189827896224;Eficiente;12,65225;0,53495;12,1173;0
2025-02-18 08:00:00;INJ-02;Manhã;959;919;40;23,11;0,76;17,509;0,657;0,9582898852971846;0,9624764406876464;Eficiente;11,38085;0,42705000000000004;10,953800000000001;1
2025-02-18 08:00:00;INJ-03;Manhã;1033;994;39;19,79;0,79;15,586;0,53;0,9622458857696031;0,9659951238290774;Eficiente;10,1309;0,34450000000000003;9,7864;1
2025-02-18 08:00:00;INJ-04;Manhã;827;798;29;19,85;0,84;16,622;0,525;0,9649334945586457;0,9684153531464325;Eficiente;10,8043;0,34125000000000005;10,463049999999999;1
2025-02-18 08:00:00;INJ-05;Manhã;772;670;102;21,34;0,66;13,998;1,665;0,8678756476683938;0,8810544363480497;Alerta;9,0987;1,0822500000000002;8,016449999999999;2
2025-02-18 09:00:00;INJ-01;Manhã;881;860;21;24,73;0,86;21,294;2,831;0,9761634506242906;0,8670517516671363;Alerta;13,8411;1,84015;12,000950000000001;1
2025-02-18 09:00:00;INJ-02;Manhã;1055;998;57;17,2;0,83;14,34;0,697;0,9459715639810427;0,95139470013947;Eficiente;9,321;0,45305;8,86795;0
2025-02-18 09:00:00;INJ-03;Manhã;927;876;51;19,54;0,79;15,434;0,764;0,9449838187702265;0,9504988985357004;Eficiente;10,0321;0,49660000000000004;9,535499999999999;0
2025-02-18 09:00:00;INJ-04;Manhã;898;850;48;16,04;0,86;13,736;0,661;0,9465478841870824;0,9518782760629004;Eficiente;8,9284;0,42965000000000003;8,49875;0
